number,title,source,title_lower,has_erc20,has_erc721,has_erc1155,has_safemath,has_accesscontrol,has_governor,has_ownable,has_proxy,has_timelock,has_merkle,op_transfer,op_approve,op_mint,op_burn,op_initialize,op_deploy,op_upgrade,op_delegatecall,op_verify,op_validate,is_bug_related,dasp_category,confidence,manual_review,correct_category,notes
4383,5.0 Architecture Thread - Fix Governance Interface Architecture,fix,5.0 architecture thread - fix governance interface architecture,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
4374,Fix attempt to delete nonexistent npm tag,fix,fix attempt to delete nonexistent npm tag,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
4285,fix: avoid zero-value transfer attack,fix,fix: avoid zero-value transfer attack,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
4273,Fix release merge script,fix,fix release merge script,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
4265,Fix error when running hardhat test with parameters,fix,fix error when running hardhat test with parameters,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
4249,Fixed grammatical erros,fix,fixed grammatical erros,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
4213,Fix early reporting of FV prover's output,fix,fix early reporting of fv prover's output,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
4183,Fix release note in `IERC1967`,fix,fix release note in `ierc1967`,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
4179,Make sendValue suggest a fix on revert,fix,make sendvalue suggest a fix on revert,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5,,,
4168,"Alternative fix  for the TransparentUpgradeableProxy ""decoding"" bug",fix,"alternative fix  for the transparentupgradeableproxy ""decoding"" bug",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,1.5,,,
4160,Fix spurious CI check failures,fix,fix spurious ci check failures,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5,,,
4154,Fix TransparentUpgradeableProxy's transparency,fix,fix transparentupgradeableproxy's transparency,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,1.5,,,
4152,Fix calldata encoding when signatures is an empty array,fix,fix calldata encoding when signatures is an empty array,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,1.5,,,
4088,Fix empty short string encoding,fix,fix empty short string encoding,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
4082,Fix an upgrade replay bug in Governor.propose,fix,fix an upgrade replay bug in governor.propose,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,1.5,,,
4074,Fix ERC1363 interfaceId,fix,fix erc1363 interfaceid,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3991,Improvment Bugish Behavior to ERC-721 Token Counters ,bug,improvment bugish behavior to erc-721 token counters ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3988,fix: lint should not override files,fix,fix: lint should not override files,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3978,Fix changeset action access to ref branch,fix,fix changeset action access to ref branch,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5,,,
3957,Fix wrong PR `CHANGELOG` link,fix,fix wrong pr `changelog` link,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3901,Fix links to Wizard,fix,fix links to wizard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3822,"Fixed GPLQ spec, all rules passing",fix,"fixed gplq spec, all rules passing",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3793,Remove the draft prefix to ERC20Permit,fix,remove the draft prefix to erc20permit,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
3791,Security fixes for contracts using Solidity v0.7?,fix,security fixes for contracts using solidity v0.7?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3732,Fix incorrect issue number in CHANGELOG,fix,fix incorrect issue number in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3728,Fixes broken link,fix,fixes broken link,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3716,Fix fuzzing coverage,fix,fix fuzzing coverage,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3710,Fix issue number in CHANGELOG,fix,fix issue number in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3685,Fix relevant warnings,fix,fix relevant warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3667,fix/addons,fix,fix/addons,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
3660,Add Infix Notation Expression Evaluation Utility,fix,add infix notation expression evaluation utility,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
3621,Remove the draft prefix for EIP712 as it is now final,fix,remove the draft prefix for eip712 as it is now final,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5,,,
3615,"AccessControl report bug: TypeError: Member ""toHexString"" not found or not visible after argument-dependent lookup in type(library Strings).",bug,"accesscontrol report bug: typeerror: member ""tohexstring"" not found or not visible after argument-dependent lookup in type(library strings).",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5,,,
3610,Fix ECDSA signature malleability,fix,fix ecdsa signature malleability,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3578,Fix arbitrum L1 to L2 crosschain call detection,fix,fix arbitrum l1 to l2 crosschain call detection,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3552,Fix issues caused by abi.decode reverting,fix,fix issues caused by abi.decode reverting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5,,,
3537,Fix broken forum URL,fix,fix broken forum url,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3519,Fix changelog,fix,fix changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3446,Fix merkle multiProof for single leaf tree,fix,fix merkle multiproof for single leaf tree,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
3413,Fix return parameter,fix,fix return parameter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3404,Bug in MainNet ERC20,bug,bug in mainnet erc20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
3382,fix Memory-Safe Assembly#3336 in ECDSA.sol file,fix,fix memory-safe assembly#3336 in ecdsa.sol file,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,1.5,,,
3364,Fix changelog merge issue,fix,fix changelog merge issue,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3351,Fix ERC777 link,fix,fix erc777 link,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3333,Fix deprecated expectEvent.inLogs #3332,fix,fix deprecated expectevent.inlogs #3332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3306,fix transpilation of the crosschain mocks,fix,fix transpilation of the crosschain mocks,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3289,Bug: contracts/*.json files are not being bundled with npm package,bug,bug: contracts/*.json files are not being bundled with npm package,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3241,Fix camel case,fix,fix camel case,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3169,Fix,fix,fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3156,fix issue #3155,fix,fix issue #3155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3130,Fix use of ^ (xor) instead of ** (power),fix,fix use of ^ (xor) instead of ** (power),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3114,Fix broken pull request links in change log,fix,fix broken pull request links in change log,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3111,Fix broken pull request links in change log,fix,fix broken pull request links in change log,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3100,Fix encoding of signature+calldata in GovernorCompatibilityBravo,fix,fix encoding of signature+calldata in governorcompatibilitybravo,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3051,Fix issue #3050,fix,fix issue #3050,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
3039,Fix memory leak in merkle verification,fix,fix memory leak in merkle verification,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,1.5,,,
3014,Fix/total supply 3013,fix,fix/total supply 3013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2976,Fix IGovernorTimelock,fix,fix igovernortimelock,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5,,,
2975,Fixed confusing require() string,fix,fixed confusing require() string,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2956,Fix ERC1155 supply tracking,fix,fix erc1155 supply tracking,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
2941,`ERC20PresetFixedSupply` does not have fixed supply,fix,`erc20presetfixedsupply` does not have fixed supply,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
2886,Bug: Governor state ,bug,bug: governor state ,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2853,Bug: ERC20 tokens sent to paymentsplitter.sol will be lost. ,bug,bug: erc20 tokens sent to paymentsplitter.sol will be lost. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
2814,Fix inconsistencies in contract/test hierachy,fix,fix inconsistencies in contract/test hierachy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2798,Remove all underbar prefix for function parameters,fix,remove all underbar prefix for function parameters,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2792,"ERC-721 implementation uses static calls of override functions, and can cause problems when subclassed",problem,"erc-721 implementation uses static calls of override functions, and can cause problems when subclassed",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.0,,,
2775,fix yellowpaper reference,fix,fix yellowpaper reference,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2747,A fixed supply ERC20 token that use an immutable for `totalSupply`.,fix,a fixed supply erc20 token that use an immutable for `totalsupply`.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
2722,Fix function ordering in ERC1967Upgrades,fix,fix function ordering in erc1967upgrades,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,1.5,,,
2667,Fix whitespace in ERC777 ,fix,fix whitespace in erc777 ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2626,Fix merge issue in CHANGELOG.md,fix,fix merge issue in changelog.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2548,Fix mentions of buidler,fix,fix mentions of buidler,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2519,Fix npm package artifacts broken since migration to Hardhat,fix,fix npm package artifacts broken since migration to hardhat,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2483,Fix ERC777 potential reentrancy issues,fix,fix erc777 potential reentrancy issues,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,重入攻击,1.5,,,
2396,Fix/solc 0.7.4 warnings #2391,fix,fix/solc 0.7.4 warnings #2391,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2358,Fix function state mutability warning,fix,fix function state mutability warning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2350,Fix test on TokenVesting draft,fix,fix test on tokenvesting draft,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2327,Fix function state mutability warning,fix,fix function state mutability warning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2325,"Fixing link for ""How to to implement supply mechanisms"" in ERC20.sol [currently will open broken link in vs code]",fix,"fixing link for ""how to to implement supply mechanisms"" in erc20.sol [currently will open broken link in vs code]",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
2324,chore: fix code style parameters in Event,fix,chore: fix code style parameters in event,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2322,Bug in ERC20 Token,bug,bug in erc20 token,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
2266,fix wrong version,fix,fix wrong version,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2265,Create Fixed Point Signed Safe Library,fix,create fixed point signed safe library,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2220,Fix SafeERC20.safeApprove,fix,fix safeerc20.safeapprove,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
2192,ERC721 deploy ready fixes,fix,erc721 deploy ready fixes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,未分类,1.0,,,
2171,Fix ReentrancyGuard for Proxy Pattern,fix,fix reentrancyguard for proxy pattern,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,重入攻击,1.5,,,
2153,Fix broken xrefs,fix,fix broken xrefs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2115,Fix deprecation warnings,fix,fix deprecation warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2069,Fix EnumerableSetMock for 2.5.rc1,fix,fix enumerablesetmock for 2.5.rc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2053,Fix link to GSN overview,fix,fix link to gsn overview,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2018,Fix/improve revert reason #1727,fix,fix/improve revert reason #1727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5,,,
2005,Fix broken crossreference links,fix,fix broken crossreference links,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1950,Fix for error too long issue,fix,fix for error too long issue,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1920,GSNSignatureBouncer fix,fix,gsnsignaturebouncer fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1915,Fix bouncer signature tests,fix,fix bouncer signature tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1891,Fix Part 2 : renamed inconsistent identifier/variables names.,fix,fix part 2 : renamed inconsistent identifier/variables names.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1890,Fix/added get approved tests#1148 2,fix,fix/added get approved tests#1148 2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
1889,Fix/roles revamp #1772,fix,fix/roles revamp #1772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5,,,
1877,Fixing CONTRIBUTING.md with runnable linting instructions,fix,fixing contributing.md with runnable linting instructions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1849,TimedCrowdsale validation bug,bug,timedcrowdsale validation bug,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5,,,
1836,Update bug_report.md,bug,update bug_report.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5,,,
1820,Fix Part 1 : added tests for getApproved,fix,fix part 1 : added tests for getapproved,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
