number,title,source,title_lower,has_erc20,has_erc721,has_erc1155,has_safemath,has_accesscontrol,has_governor,has_ownable,has_proxy,has_timelock,has_merkle,op_transfer,op_approve,op_mint,op_burn,op_initialize,op_deploy,op_upgrade,op_delegatecall,op_verify,op_validate,is_bug_related,dasp_category,confidence
5136,Fix natspec comment missing *,fix,fix natspec comment missing *,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
5128,Fix documentation of private function `_upperLookupBinary` in Checkpoints.sol,fix,fix documentation of private function `_upperlookupbinary` in checkpoints.sol,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
5121,Fix typo in Heap.sol documentation,fix,fix typo in heap.sol documentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
5118,Fix documentation typos,fix,fix documentation typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
5115,Typographic error in Math.sol comment fix,fix,typographic error in math.sol comment fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
5105,Fix grammar errors in utilities documentation,fix,fix grammar errors in utilities documentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
5096,Fix docs links to ERC165,fix,fix docs links to erc165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
5088,Fix repeated word in `ERC2771Forwarder` comments,fix,fix repeated word in `erc2771forwarder` comments,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
5086,chore: fix the broken link,fix,chore: fix the broken link,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
5069,Fix dirty bits in upper bits in implementation address in `Clones.sol`,fix,fix dirty bits in upper bits in implementation address in `clones.sol`,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
5058,Fix invalid memory-safe annotation,fix,fix invalid memory-safe annotation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,1.5
5055,Fix Codespell,fix,fix codespell,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
5049,Fix spelling ,fix,fix spelling ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
5048,Fix typo in Governance docs,fix,fix typo in governance docs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
5041,Fix typo in  GovernorVotesQuorumFraction.test.js,fix,fix typo in  governorvotesquorumfraction.test.js,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
5037,Fix Governor.t.sol's duplicate words,fix,fix governor.t.sol's duplicate words,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
5033,Fix Typo in Math.sol,fix,fix typo in math.sol,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
5031,Fix `UPGRADE_INTERFACE_VERSION` documentation in `ProxyAdmin`,fix,fix `upgrade_interface_version` documentation in `proxyadmin`,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,非Bug相关,0.5
5026,Fix typo in `Math.ternary`,fix,fix typo in `math.ternary`,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
5004,Fix broken references in doc-site,fix,fix broken references in doc-site,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
5003,Fix API documentation broken links in the doc-site,fix,fix api documentation broken links in the doc-site,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
5000,bugs in the docs code? ERC721,bug,bugs in the docs code? erc721,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
4969,Fix excessive gas usage when at or near cap.,fix,fix excessive gas usage when at or near cap.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,1.5
4966,"Fixing ""Invalid OpCode"" Truffle Error with Openzeppelin Library Installed",fix,"fixing ""invalid opcode"" truffle error with openzeppelin library installed",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4938,Fix typo in ERC721Utils.sol,fix,fix typo in erc721utils.sol,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
4922,Bug bounty,bug,bug bounty,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4920,Fix typos in utilities and access control docs,fix,fix typos in utilities and access control docs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
4890,Fix typo in AccessManaged.sol,fix,fix typo in accessmanaged.sol,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
4884,Fixed ERC1155 token transfer for unauthorized account,fix,fixed erc1155 token transfer for unauthorized account,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,访问控制问题,3.0
4876,Fix natspec comments in ERC-1155,fix,fix natspec comments in erc-1155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4838,Fix gasReport format,fix,fix gasreport format,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,1.5
4824,Fix gas report generation,fix,fix gas report generation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,1.5
4820,Security Enhancement: Fix squaring in mulDiv function in Math library,fix,security enhancement: fix squaring in muldiv function in math library,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,3.5
4815,Fix documentation inaccuracies in Governor,fix,fix documentation inaccuracies in governor,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
4707,param provided instead of fixed value,fix,param provided instead of fixed value,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4706,Use param instead of a fixed value in event,fix,use param instead of a fixed value in event,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4699,Fix release tagging,fix,fix release tagging,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4697,Fixed Misleading Typo in CHANGELOG.md related to false solidity version,fix,fixed misleading typo in changelog.md related to false solidity version,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4654,Fix guides for 5.0,fix,fix guides for 5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4648,Fix coverage analysis,fix,fix coverage analysis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4646,Fix release tagging,fix,fix release tagging,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4640,"Fixed  compile, coverage, doc, docs:watch script",fix,"fixed  compile, coverage, doc, docs:watch script",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
4637,Fix upgradeable patch in release branches,fix,fix upgradeable patch in release branches,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,1.5
4634,Fix warning format in the readme,fix,fix warning format in the readme,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4616,Fix changesets,fix,fix changesets,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4612,Fix `AccessManager._checkAuthorized` in `execute` context,fix,fix `accessmanager._checkauthorized` in `execute` context,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,3.5
4610,Merge latest audit fixes,fix,merge latest audit fixes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4609,Fix minor mistake in GovernorTimelockAccess documentation,fix,fix minor mistake in governortimelockaccess documentation,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
4601,Fix various documentation errors,fix,fix various documentation errors,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
4597,Fix function documentation in Nonces,fix,fix function documentation in nonces,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
4595,Fix typographical errors & comments,fix,fix typographical errors & comments,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4593,Fix flaky test in AccessManager,fix,fix flaky test in accessmanager,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
4574,Fix accuracy of docs for ERC20._burn,fix,fix accuracy of docs for erc20._burn,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,非Bug相关,1.0
4571,Fix some spelling issues in AccessManager.sol & Time.sol,fix,fix some spelling issues in accessmanager.sol & time.sol,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
4532,Fix blog link ,fix,fix blog link ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4516,Some fixes and improvements to AccessManager,fix,some fixes and improvements to accessmanager,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
4487,Fix issues in the ERC4646Fee documentation,fix,fix issues in the erc4646fee documentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4483,#fixes Some modifiers could use internal functions to reduce code size impact ,fix,#fixes some modifiers could use internal functions to reduce code size impact ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,默认可见性,1.5
4474,OpenZeppelin avoided paying the bug bounty for disclosing a flaw in the contract that caused a freeze of $1.1B worth of assets,bug,openzeppelin avoided paying the bug bounty for disclosing a flaw in the contract that caused a freeze of $1.1b worth of assets,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4462,Fix typo in MessageHashUtils.sol,fix,fix typo in messagehashutils.sol,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4452,Fix typos in the tests,fix,fix typos in the tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4391,Fix details AccessControl-test,fix,fix details accesscontrol-test,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
4386,Fix visibility in ERC721._checkOnERC721Received documentation,fix,fix visibility in erc721._checkonerc721received documentation,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
4383,5.0 Architecture Thread - Fix Governance Interface Architecture,fix,5.0 architecture thread - fix governance interface architecture,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4375,"Bugs:README.md ""guides on our blog"" 404 Page not found",bug,"bugs:readme.md ""guides on our blog"" 404 page not found",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4374,Fix attempt to delete nonexistent npm tag,fix,fix attempt to delete nonexistent npm tag,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4340,`IERC1155`: Fix `safeBatchTransferFrom` documentation,fix,`ierc1155`: fix `safebatchtransferfrom` documentation,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
4304,Fix typo in crosschain.adoc,fix,fix typo in crosschain.adoc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
4285,fix: avoid zero-value transfer attack,fix,fix: avoid zero-value transfer attack,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
4282,Fix doc MyGovernor example doesn't compile,fix,fix doc mygovernor example doesn't compile,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4278,Fix docs snippets that don't compile,fix,fix docs snippets that don't compile,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
4273,Fix release merge script,fix,fix release merge script,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4265,Fix error when running hardhat test with parameters,fix,fix error when running hardhat test with parameters,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4255,Bug in CountersUpgradeable.sol document,bug,bug in countersupgradeable.sol document,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,1.5
4250,Fix grammar in docs,fix,fix grammar in docs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
4249,Fixed grammatical erros,fix,fixed grammatical erros,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4238,Fix bug allowing anyone to cancel an admin renounce,fix,fix bug allowing anyone to cancel an admin renounce,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,2.5
4232,Fix spelling error in CHANGELOG.md,fix,fix spelling error in changelog.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4218,Fix lookup documentation in ERC20Votes and Checkpoints,fix,fix lookup documentation in erc20votes and checkpoints,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
4213,Fix early reporting of FV prover's output,fix,fix early reporting of fv prover's output,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4184,Fix Checkpoints fuzz overflow,fix,fix checkpoints fuzz overflow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,2.5
4183,Fix release note in `IERC1967`,fix,fix release note in `ierc1967`,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4179,Make sendValue suggest a fix on revert,fix,make sendvalue suggest a fix on revert,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5
4177,Fix AccessControlDefaultAdminRules admin consistency,fix,fix accesscontroldefaultadminrules admin consistency,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,3.5
4168,"Alternative fix  for the TransparentUpgradeableProxy ""decoding"" bug",fix,"alternative fix  for the transparentupgradeableproxy ""decoding"" bug",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,1.5
4160,Fix spurious CI check failures,fix,fix spurious ci check failures,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5
4154,Fix TransparentUpgradeableProxy's transparency,fix,fix transparentupgradeableproxy's transparency,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,1.5
4152,Fix calldata encoding when signatures is an empty array,fix,fix calldata encoding when signatures is an empty array,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,1.5
4129,Fix typo in README,fix,fix typo in readme,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4128,Fix small typos in README,fix,fix small typos in readme,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4088,Fix empty short string encoding,fix,fix empty short string encoding,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4085,docs: minor grammar fix,fix,docs: minor grammar fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
4082,Fix an upgrade replay bug in Governor.propose,fix,fix an upgrade replay bug in governor.propose,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,1.5
4074,Fix ERC1363 interfaceId,fix,fix erc1363 interfaceid,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
4060,Fix comment in `ERC4626` on decimals default,fix,fix comment in `erc4626` on decimals default,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
4055,Fix ERC4906 compliance of ERC721URIStorage,fix,fix erc4906 compliance of erc721uristorage,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,2.0
4046,Fix flaky timestamp tests ,fix,fix flaky timestamp tests ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,2.5
4015,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3994,Fix Governance docs reference to blocktime,fix,fix governance docs reference to blocktime,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
3991,Improvment Bugish Behavior to ERC-721 Token Counters ,bug,improvment bugish behavior to erc-721 token counters ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3988,fix: lint should not override files,fix,fix: lint should not override files,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3982,Fix comment on ERC777._beforeTokenTransfer,fix,fix comment on erc777._beforetokentransfer,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
3978,Fix changeset action access to ref branch,fix,fix changeset action access to ref branch,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
